243,160,518,200,317,0
240,160,518,200,320,0
237,160,518,200,323,0
234,160,518,200,326,0
231,160,518,200,329,0
228,160,518,200,332,0
225,160,518,200,335,0
222,160,518,200,338,0
219,160,518,200,341,0
216,160,518,200,335,1
213,160,518,200,329,1
210,160,518,200,323,1
207,160,518,200,317,1
204,160,518,200,311,1
201,160,518,200,305,1
198,160,518,200,308,0
195,160,518,200,311,0
192,160,518,200,314,0
789,248,606,200,317,0
786,248,606,200,320,0
783,248,606,200,323,0
780,248,606,200,326,0
777,248,606,200,329,0
774,248,606,200,332,0
771,248,606,200,326,1
768,248,606,200,320,1
765,248,606,200,314,1
762,248,606,200,308,1
759,248,606,200,302,1
756,248,606,200,296,1
753,248,606,200,299,0
750,248,606,200,302,0
747,248,606,200,305,0
744,248,606,200,308,0
741,248,606,200,311,0
738,248,606,200,314,0
735,248,606,200,317,0
732,248,606,200,320,0
729,248,606,200,323,0
726,248,606,200,326,0
723,248,606,200,329,0
720,248,606,200,332,0
717,248,606,200,326,1
714,248,606,200,320,1
711,248,606,200,314,1
708,248,606,200,308,1
705,248,606,200,302,1
702,248,606,200,296,1
699,248,606,200,299,0
696,248,606,200,302,0
693,248,606,200,305,0
690,248,606,200,308,0
687,248,606,200,311,0
684,248,606,200,314,0
681,248,606,200,317,0
678,248,606,200,320,0
675,248,606,200,323,0
672,248,606,200,326,0
669,248,606,200,329,0
666,248,606,200,332,0
663,248,606,200,326,1
660,248,606,200,320,1
657,248,606,200,314,1
654,248,606,200,308,1
651,248,606,200,302,1
648,248,606,200,296,1
645,248,606,200,290,1
642,248,606,200,284,1
639,248,606,200,278,1
636,248,606,200,281,0
633,248,606,200,284,0
630,248,606,200,287,0
627,248,606,200,290,0
624,248,606,200,293,0
621,248,606,200,296,0
618,248,606,200,299,0
615,248,606,200,302,0
612,248,606,200,305,0
609,248,606,200,308,0
606,248,606,200,311,0
603,248,606,200,314,0
600,248,606,200,317,0
597,248,606,200,320,0
594,248,606,200,323,0
591,248,606,200,326,0
588,248,606,200,329,0
585,248,606,200,332,0
582,248,606,200,335,0
579,248,606,200,338,0
576,248,606,200,341,0
573,248,606,200,344,0
570,248,606,200,347,0
567,248,606,200,350,0
564,248,606,200,353,0
561,248,606,200,356,0
558,248,606,200,359,0
555,248,606,200,353,1
552,248,606,200,347,1
549,248,606,200,341,1
546,248,606,200,344,0
543,248,606,200,347,0
540,248,606,200,350,0
537,248,606,200,353,0
534,248,606,200,356,0
531,248,606,200,359,0
528,248,606,200,362,0
525,248,606,200,365,0
522,248,606,200,368,0
519,248,606,200,371,0
516,248,606,200,374,0
513,248,606,200,377,0
510,248,606,200,380,0
507,248,606,200,383,0
504,248,606,200,386,0
501,248,606,200,380,1
498,248,606,200,374,1
495,248,606,200,368,1
492,248,606,200,362,1
489,248,606,200,356,1
486,248,606,200,350,1
483,248,606,200,353,0
480,248,606,200,356,0
477,248,606,200,359,0
474,248,606,200,362,0
471,248,606,200,365,0
468,248,606,200,368,0
465,248,606,200,371,0
462,248,606,200,374,0
459,248,606,200,377,0
456,248,606,200,380,0
453,248,606,200,383,0
450,248,606,200,386,0
447,248,606,200,380,1
444,248,606,200,374,1
441,248,606,200,368,1
438,248,606,200,362,1
435,248,606,200,356,1
432,248,606,200,350,1
429,248,606,200,353,0
426,248,606,200,356,0
423,248,606,200,359,0
420,248,606,200,362,0
417,248,606,200,365,0
414,248,606,200,368,0
411,248,606,200,371,0
408,248,606,200,374,0
405,248,606,200,377,0
402,248,606,200,380,0
399,248,606,200,383,0
396,248,606,200,386,0
393,248,606,200,389,0
390,248,606,200,392,0
387,248,606,200,395,0
384,248,606,200,398,0
381,248,606,200,401,0
378,248,606,200,404,0
375,248,606,200,407,0
372,248,606,200,410,0
369,248,606,200,413,0
366,248,606,200,416,0
363,248,606,200,419,0
360,248,606,200,422,0
357,248,606,200,425,0
354,248,606,200,428,0
351,248,606,200,431,0
348,248,606,200,434,0
345,248,606,200,437,0
342,248,606,200,440,0
339,248,606,200,443,0
336,248,606,200,446,0
333,248,606,200,449,0
330,248,606,200,452,0
327,248,606,200,455,0
324,248,606,200,458,0
321,248,606,200,461,0
318,248,606,200,464,0
315,248,606,200,467,0
312,248,606,200,470,0
309,248,606,200,473,0
306,248,606,200,476,0
303,248,606,200,479,0
300,248,606,200,482,0
297,248,606,200,485,0
294,248,606,200,488,0
291,248,606,200,491,0
288,248,606,200,494,0
285,248,606,200,497,0
282,248,606,200,500,0
279,248,606,200,494,1
276,248,606,200,488,1
273,248,606,200,482,1
270,248,606,200,476,1
267,248,606,200,470,1
264,248,606,200,464,1
261,248,606,200,458,1
258,248,606,200,452,1
255,248,606,200,446,1
252,248,606,200,440,1
249,248,606,200,434,1
246,248,606,200,428,1
243,248,606,200,431,0
240,248,606,200,434,0
237,248,606,200,437,0
234,248,606,200,440,0
231,248,606,200,443,0
228,248,606,200,446,0
225,248,606,200,449,0
222,248,606,200,452,0
219,248,606,200,455,0
216,248,606,200,458,0
213,248,606,200,461,0
210,248,606,200,464,0
207,248,606,200,467,0
204,248,606,200,470,0
201,248,606,200,473,0
198,248,606,200,476,0
195,248,606,200,479,0
192,248,606,200,482,0
789,448,586,200,485,0
786,448,586,200,488,0
783,448,586,200,491,0
780,448,586,200,485,1
777,448,586,200,479,1
774,448,586,200,473,1
771,448,586,200,467,1
768,448,586,200,461,1
765,448,586,200,455,1
762,448,586,200,449,1
759,448,586,200,443,1
756,448,586,200,437,1
753,448,586,200,431,1
750,448,586,200,425,1
747,448,586,200,419,1
744,448,586,200,413,1
741,448,586,200,407,1
738,448,586,200,401,1
735,448,586,200,395,1
732,448,586,200,389,1
729,448,586,200,383,1
726,448,586,200,386,0
723,448,586,200,389,0
720,448,586,200,392,0
717,448,586,200,395,0
714,448,586,200,398,0
711,448,586,200,401,0
708,448,586,200,404,0
705,448,586,200,407,0
702,448,586,200,410,0
699,448,586,200,413,0
696,448,586,200,416,0
693,448,586,200,419,0
690,448,586,200,422,0
687,448,586,200,425,0
684,448,586,200,428,0
681,448,586,200,431,0
678,448,586,200,434,0
675,448,586,200,437,0
672,448,586,200,440,0
669,448,586,200,443,0
666,448,586,200,446,0
663,448,586,200,449,0
660,448,586,200,452,0
657,448,586,200,455,0
